Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-fixed.txt
  Finished robokop-biolink3-fixed.txt, still running: 0
Loaded 18138526 facts in 1 min, 35 s using 10032 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  biolink:ameliorates  ?f  ?b  biolink:similar_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.004603426	0.012914153	0.031754295	122	9447	3842	?a
?a  biolink:positively_correlated_with  ?f  ?b  biolink:similar_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.00093985	0.020408163	1	1064	49	?a
?b  biolink:associated_with  ?f  ?a  biolink:contributes_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.006339144	0.002772964	0.005603923	168	60585	29979	?a
?b  biolink:disrupts  ?f  ?f  biolink:has_participant  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.003246753	1	1	308	1	?a
?b  biolink:causes  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.001893939	0.005964215	3	1584	503	?a
?b  biolink:causes  ?f  ?f  decreased_degradation_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.333333333	1	1	3	1	?a
?b  biolink:causes  ?f  ?f  biolink:increases_response_to  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000554939	0.001908397	1	1802	524	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:causes  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000805802	0.001760563	2	2482	1136	?a
?b  biolink:affects  ?f  ?a  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000002811	0.03030303	1	355712	33	?a
?a  biolink:contributes_to  ?f  ?b  biolink:similar_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.004226096	0.014386641	0.04770017	112	7785	2348	?a
?a  biolink:has_adverse_event  ?f  ?b  biolink:similar_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.011659497	0.0240336	0.030663888	309	12857	10077	?a
?b  biolink:causes  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000061927	0.000729395	1	16148	1371	?a
?b  biolink:causes  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000805153	0.004048583	1	1242	247	?a
?a  biolink:binds  ?f  ?b  biolink:causes  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000145075	0.001424501	1	6893	702	?a
?b  biolink:causes  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000404694	0.001182033	1	2471	846	?a
?b  biolink:associated_with  ?f  ?a  biolink:causes  ?f   => ?a  biolink:contraindicated_for  ?b	0.022677534	0.004845172	0.005899734	601	124041	101869	?a
?a  biolink:causes  ?f  ?b  biolink:similar_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.006339144	0.022325581	0.02607481	168	7525	6443	?a
?b  biolink:causes  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000026634	0.000208768	1	37546	4790	?a
?b  biolink:has_part  ?f  ?a  biolink:treats  ?f   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.001495513	0.003232759	3	2006	928	?a
?b  biolink:associated_with  ?f  ?a  biolink:has_adverse_event  ?f   => ?a  biolink:contraindicated_for  ?b	0.019319297	0.0053345	0.00714495	512	95979	71659	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:has_part  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.001127396	0.001127396	1	887	887	?a
?b  biolink:causes  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000018469	0.0008604	4	216577	4649	?a
?a  biolink:contributes_to  ?f  ?b  biolink:has_part  ?f   => ?a  biolink:contraindicated_for  ?b	0.000452796	0.002859185	0.007609385	12	4197	1577	?a
?a  biolink:has_adverse_event  ?f  ?b  biolink:has_part  ?f   => ?a  biolink:contraindicated_for  ?b	0.000792393	0.003161222	0.004021448	21	6643	5222	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:correlated_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.040789374	0.041433499	0.041433499	1081	26090	26090	?a
?b  biolink:correlated_with  ?f  ?a  biolink:treats  ?f   => ?a  biolink:contraindicated_for  ?b	0.002754509	0.000643036	0.001374946	73	113524	53093	?a
?a  biolink:ameliorates  ?f  ?b  biolink:correlated_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.001547053	0.000411713	0.000907521	41	99584	45178	?a
?f  biolink:increases_response_to  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.00037733	0.000593261	0.001972387	10	16856	5070	?a
?f  biolink:affects_response_to  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000301864	0.000371195	0.001028542	8	21552	7778	?a
?b  downregulated_biolink:regulates  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.001557632	0.00456621	2	1284	438	?a
?f  biolink:decreases_response_to  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000127747	0.000408413	2	15656	4897	?a
?a  biolink:contributes_to  ?f  ?b  biolink:correlated_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.006263678	0.001325699	0.004894012	166	125217	33919	?a
?f  decreased_secretion_biolink:affects  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.002890173	0.006756757	1	346	148	?a
?b  downregulated_biolink:regulates  ?f  ?f  transport_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000929368	0.004201681	1	1076	238	?a
?b  downregulated_biolink:regulates  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.00036075	0.002710027	1	2772	369	?a
?a  biolink:causes  ?f  ?b  biolink:has_part  ?f   => ?a  biolink:contraindicated_for  ?b	0.000603728	0.000312757	0.003184713	16	51158	5024	?a
?f  decreased_activity_biolink:affects  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.008264463	0.038461538	2	242	52	?a
?b  biolink:correlated_with  ?f  ?a  biolink:has_adverse_event  ?f   => ?a  biolink:contraindicated_for  ?b	0.018828768	0.001488513	0.001988935	499	335234	250888	?a
?a  biolink:causes  ?f  ?b  biolink:correlated_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.022564335	0.004136862	0.005497789	598	144554	108771	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000716927	0.000746914	0.002896341	19	25438	6560	?a
?b  biolink:causes  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000020509	0.00248139	4	195036	1612	?a
?b  biolink:causes  ?f  ?a  biolink:directly_physically_interacts_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000028425	0.001029866	4	140723	3884	?a
?a  decreased_expression_biolink:affects  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000452796	0.000849738	0.002698448	12	14122	4447	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000188665	0.000349969	0.001442169	5	14287	3467	?a
?a  decreased_secretion_biolink:affects  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.00056338	0.00173913	3	5325	1725	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000178683	0.000803213	2	11193	2490	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000434122	0.001829826	2	4607	1093	?a
?b  downregulated_biolink:regulates  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001622519	0.000487888	0.00091798	43	88135	46842	?a
?a  biolink:decreases_response_to  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.00081367	0.00308642	1	1229	324	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000752445	0.009009009	1	1329	111	?a
?a  downregulated_biolink:regulates  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001622519	0.000217313	0.000325083	43	197871	132274	?a
?f  biolink:affects_response_to  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000603728	0.000689744	0.00204918	16	23197	7808	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000490529	0.000048732	0.000883392	13	266766	14716	?a
?f  biolink:increases_response_to  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000415063	0.000584081	0.001940035	11	18833	5670	?a
?f  abundance_biolink:affects  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000452796	0.00001182	0.001365032	12	1015192	8791	?a
?f  metabolic_processing_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.001422981	0.006655574	4	2811	601	?a
?f  increased_metabolic_processing_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.000525578	0.002678571	3	5708	1120	?a
?f  decreased_synthesis_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.001552795	0.011904762	1	644	84	?a
?f  decreased_metabolic_processing_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.00137931	0.003759398	1	725	266	?a
?f  increased_secretion_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000619963	0.001763668	1	1613	567	?a
?a  biolink:binds  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000009974	0.00026096	1	100264	3832	?a
?f  biolink:decreases_response_to  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000264131	0.000365803	0.001304024	7	19136	5368	?a
?b  downregulated_biolink:regulates  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.000641461	0.00001953	0.001081081	17	870455	15725	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001245189	0.00002745	0.001148465	33	1202193	28734	?a
?a  increased_expression_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001169723	0.000800145	0.003349541	31	38743	9255	?a
?a  upregulated_biolink:regulates  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001811184	0.000292708	0.000494061	48	163986	97154	?a
?a  decreased_expression_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000830126	0.001614679	0.005401424	22	13625	4073	?a
?a  downregulated_biolink:regulates  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001735718	0.000521927	0.000941022	46	88135	48883	?a
?a  increased_secretion_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.00037733	0.000571723	0.003261579	10	17491	3066	?a
?a  increased_activity_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000830126	0.000071657	0.001208459	22	307020	18205	?a
?a  decreased_molecular_interaction_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000264131	0.000533455	0.002197802	7	13122	3185	?a
?a  decreased_secretion_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000188665	0.000673401	0.002078138	5	7425	2406	?a
?a  biolink:binds  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000043791	0.000885544	4	91343	4517	?a
?a  increased_molecular_interaction_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.00023663	0.000990835	4	16904	4037	?a
?a  increased_degradation_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000165446	0.000980392	4	24177	4080	?a
?a  increased_localization_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.000527983	0.001925546	3	5682	1558	?a
?a  decreased_degradation_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000186289	0.000904159	1	5368	1106	?a
?a  decreased_localization_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000410172	0.001776199	1	2438	563	?a
?a  increased_mutation_rate_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000508647	0.004081633	1	1966	245	?a
?a  activity_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000428816	0.003546099	1	2332	282	?a
?a  decreased_activity_biolink:affects  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001282922	0.00001264	0.001171606	34	2689874	29020	?a
?a  increased_transport_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000603728	0.000017279	0.001087622	16	925997	14711	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:has_phenotype  ?f   => ?a  biolink:contraindicated_for  ?b	0.098181269	0.002839852	0.002839852	2602	916245	916245	?a
?f  abundance_biolink:affects  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000452796	0.000005665	0.001433692	12	2118226	8370	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001396121	0.000034542	0.001292441	37	1071159	28628	?a
?a  biolink:ameliorates  ?f  ?b  biolink:has_phenotype  ?f   => ?a  biolink:contraindicated_for  ?b	0.021432345	0.000707327	0.001985854	568	803023	286023	?a
?b  biolink:has_phenotype  ?f  ?a  biolink:positively_correlated_with  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000026792	0.000507485	2	74649	3941	?a
?a  biolink:correlated_with  ?f  ?b  biolink:has_phenotype  ?f   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000011487	0.000499127	2	174107	4007	?a
?a  biolink:interacts_with  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000000598	0.0002002	1	1673564	4995	?a
?a  biolink:contributes_to  ?f  ?b  biolink:has_phenotype  ?f   => ?a  biolink:contraindicated_for  ?b	0.048939703	0.000720616	0.001663379	1297	1799849	779738	?a
?f  biolink:increases_response_to  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.006980605	0.009711286	0.038042361	185	19050	4863	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.008640857	0.011550489	0.03469697	229	19826	6600	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.005093955	0.009322561	0.033632287	135	14481	4014	?a
?b  biolink:related_to  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.001811184	0.007735697	0.037825059	48	6205	1269	?a
?b  biolink:related_to  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.001169723	0.009983897	0.040951123	31	3105	757	?a
?b  biolink:related_to  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.001697985	0.002443395	0.068807339	45	18417	654	?a
?b  biolink:related_to  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000830126	0.035830619	0.183333333	22	614	120	?a
?b  biolink:related_to  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000943325	0.009094216	0.069060773	25	2749	362	?a
?b  biolink:related_to  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000716927	0.009758603	0.072796935	19	1947	261	?a
?b  biolink:related_to  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000603728	0.003542958	0.07960199	16	4516	201	?a
?b  biolink:related_to  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000415063	0.008390542	0.041509434	11	1311	265	?a
?b  biolink:related_to  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000339597	0.018404908	0.098901099	9	489	91	?a
?b  biolink:related_to  ?f  ?f  secretion_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000301864	0.121212121	0.195121951	8	66	41	?a
?b  biolink:related_to  ?f  ?f  transport_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000264131	0.010954617	0.03626943	7	639	193	?a
?b  biolink:has_phenotype  ?f  ?a  biolink:treats  ?f   => ?a  biolink:contraindicated_for  ?b	0.032337182	0.000880026	0.002055126	857	973835	417006	?a
?a  decreased_activity_biolink:affects  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.001396121	0.000013227	0.001194242	37	2797390	30982	?a
?b  biolink:related_to  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000099938	0.054054054	4	40025	74	?a
?b  biolink:related_to  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.005154639	0.018348624	2	388	109	?a
?b  biolink:related_to  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000075466	0.000084019	0.028985507	2	23804	69	?a
?b  biolink:related_to  ?f  ?f  uptake_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.007352941	0.043478261	1	136	23	?a
?b  biolink:related_to  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.002331002	0.03030303	1	429	33	?a
?b  biolink:related_to  ?f  ?f  decreased_degradation_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000119531	0.04	1	8366	25	?a
?f  activity_biolink:affects  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.001824818	0.013157895	1	548	76	?a
?b  biolink:related_to  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000037733	0.000204082	0.019607843	1	4900	51	?a
?b  biolink:related_to  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000301864	0.000299267	0.080808081	8	26732	99	?a
?b  biolink:related_to  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  biolink:contraindicated_for  ?b	0.000150932	0.000066106	0.010638298	4	60509	376	?a
?f  biolink:related_to  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.000113199	0.000009217	0.002747253	3	325483	1092	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:related_to  ?f   => ?a  biolink:contraindicated_for  ?b	0.011546298	0.000423546	0.056270688	306	722472	5438	?a
?b  biolink:related_to  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.024035922	0.002917294	0.045119705	637	218353	14118	?a
?a  biolink:causes  ?f  ?b  biolink:has_phenotype  ?f   => ?a  biolink:contraindicated_for  ?b	0.067730737	0.000675478	0.000820431	1795	2657376	2187875	?a
?b  biolink:related_to  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.011093502	0.003753064	0.014846235	294	78336	19803	?a
?b  biolink:related_to  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  biolink:contraindicated_for  ?b	0.010263376	0.003685537	0.011567085	272	73802	23515	?a
?b  biolink:related_to  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.007320202	0.007258306	0.042330351	194	26728	4583	?a
?b  biolink:related_to  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.007056071	0.00721228	0.029191383	187	25928	6406	?a
?b  biolink:related_to  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.005622217	0.01189146	0.041596873	149	12530	3582	?a
?b  biolink:related_to  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  biolink:contraindicated_for  ?b	0.004943023	0.01146207	0.035026738	131	11429	3740	?a
